country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Saint Vincent and the Grenadines,2020,VCT,104644,,,,,,0,0,0,,533.333,,,,,0,0,,,,,0,,0.15,0.15,,-10.137,-0.092,7788.496,,,,1051.183,0.11,,,73.333,,,,,0,0,,,,,,0,,0.08,,,,382.248,0.04,,26.667,,,,,382.248,0.04,,26.667,,0,0,,,,0,0,,0,,,,,1051.183,0.11,,,,,,73.333,,,0,0,,,0,0,,0,0,,1433.431,0.815,,,,382.248,0.04,,26.667,,,,,0,0,,0,,,,,0,0,,0,
Saint Vincent and the Grenadines,2021,VCT,104340,,,,,,0,0,0,,500,,,,,0,0,,,,,0,,0.16,0.16,,5.559,0.045,8245.438,,,,1150.086,0.12,,,75,,,,,0,0,,,,,,0,,0.08,,,,383.362,0.04,,25,,,,,383.362,0.04,,25,,0,0,,,,0,0,,0,,,,,1150.086,0.12,,,,,,75,,,0,0,,,0,0,,0,0,,1533.448,0.86,,,,383.362,0.04,,25,,,,,0,0,,0,,,,,0,0,,0,
Samoa,2020,WSM,214934,,,,,,0,0,0,,437.5,,,,,0,0,,,,,0,,0.16,0.16,,-4.844,-0.079,7222.19,,,,465.259,0.1,,,62.5,,,,,0,0,,,,,,0,,0.07,,,,186.104,0.04,,25,,,,,279.155,0.06,,37.5,,0,0,,,,0,0,,0,,,,,465.259,0.1,,,,,,62.5,,,0,0,,,0,0,,0,0,,744.415,1.552,,,,279.155,0.06,,37.5,,,,,93.052,0.02,,12.5,,,,,0,0,,0,
Samoa,2021,WSM,218781,,,,,,0,0,0,,470.588,,,,,0,0,,,,,0,,0.17,0.17,,2.916,0.045,7302.089,,,,502.786,0.11,,,64.706,,,,,0,0,,,,,,0,,0.08,,,,182.831,0.04,,23.529,,,,,274.247,0.06,,35.294,,0,0,,,,0,0,,0,,,,,502.786,0.11,,,,,,64.706,,,0,0,,,0,0,,0,0,,777.033,1.598,,,,274.247,0.06,,35.294,,,,,91.416,0.02,,11.765,,,,,0,0,,0,
Sao Tome and Principe,2020,STP,218650,,,,,,0,0,0,,600,,,,,0,0,,,,,0,,0.1,0.1,,-4.409,-0.032,3207.423,,,,411.617,0.09,,,90,,,,,0,0,,,,,,0,,0.06,,,,45.735,0.01,,10,,,,,45.735,0.01,,10,,0,0,,,,0,0,,0,,,,,411.617,0.09,,,,,,90,,,0,0,,,0,0,,0,0,,457.352,0.701,,,,45.735,0.01,,10,,,,,0,0,,0,,,,,0,0,,0,
Sao Tome and Principe,2021,STP,223118,,,,,,0,0,0,,600,,,,,0,0,,,,,0,,0.1,0.1,,5.315,0.037,3310.244,,,,403.374,0.09,,,90,,,,,0,0,,,,,,0,,0.06,,,,44.819,0.01,,10,,,,,44.819,0.01,,10,,0,0,,,,0,0,,0,,,,,403.374,0.09,,,,,,90,,,0,0,,,0,0,,0,0,,448.193,0.739,,,,44.819,0.01,,10,,,,,0,0,,0,,,,,0,0,,0,
Saudi Arabia,2020,SAU,35997108,,,,,,0,0,0,,570.955,-12.313,-0.144,28.563,1.028,0,0,,,,,0,,337.66,338.03,11.693,-2.77,-82.359,80309.992,,-2.77,-82.359,9384.643,337.82,80294.445,2890.368,99.938,,1.709,19,1130.5,5751.295,207.03,31405.301,1.709,19,31405.301,1130.5,61.246,,193,,,,,,,,,,,,5.834,0.21,,0.062,,-0.37,-0.11,,,,,,,,,-5.441,-101.214,1758.84,3633.347,130.79,48860.586,-6.645,-430.091,167867.625,6042.749,38.692,,0,0,,,0,0,,0,0,,,9390.477,2890.927,,,,5.834,0.21,,0.062,,0.274,-0.001,0.544,5.834,0.21,15.124,0.062,,0,0,0.015,0,0,0.415,0,
Saudi Arabia,2021,SAU,35950396,,,,,,0,0,0,,571.336,24.383,0.251,35.574,1.279,0,0,,,,,0,,356.32,356.62,11.937,3.342,96.619,83101.906,,3.286,94.99,9896.692,355.79,83041.047,2985.358,99.767,,1.248,14.107,1144.607,6006.332,215.93,31838.504,1.248,14.107,31838.504,1144.607,60.549,,203.75,,,,,,,,,,,,23.087,0.83,,0.233,,-0.3,-0.084,,,,,,,,,4.584,80.633,1839.473,3890.361,139.86,51166.969,-0.878,-53.031,166610.625,5989.718,39.218,,0,0,,,0,0,,0,0,,,9919.779,2987.546,,,,23.087,0.83,,0.233,,300.581,1.628,2.173,23.087,0.83,60.442,0.233,,-0.273,0,0.015,0,0,0.413,0,
Saudi Arabia,2022,SAU,36408824,,,,,,,,,,,0,0,35.126,1.279,0,0,,,,,0,,,401.588,12.576,6.888,205.773,87707.289,,6.893,205.779,11006.982,400.751,87647.359,3191.137,99.792,,5.152,58.97,1203.577,7398.452,269.369,33057.297,5.152,58.97,33057.297,1203.577,67.076,,,,,,,,,,,,,,22.99,0.837,,0.208,,,,,,,,,,,,7.981,146.808,1986.281,3608.53,131.382,54554.93,11.275,675.338,183061.562,6665.056,32.716,,0,0,,,0,0,,0,0,,,11029.973,3193.319,,,,22.99,0.837,,0.208,,0.114,-0.005,2.167,22.834,0.831,59.531,0.207,,0,0,0.015,0.156,0.006,0.407,0.001,
Senegal,2020,SEN,16436120,,,,,,5.476,0.09,1.721,,514.34,,,,,6.693,0.11,,,,,2.103,,5.59,5.23,,-5.523,-2.433,2532.413,,,,257.36,4.23,,,80.88,,,,,97.955,1.61,,,,,,30.784,,2.69,,,,18.861,0.31,,5.927,,,,,60.842,1,,19.12,,0.36,6.44,,,,0,0,,0,,,,,152.712,2.51,,,,,,47.992,,,0.09,0,,,5.476,0,,1.721,0,,318.202,41.623,,,,60.842,1,,19.12,,,,,23.12,0.38,,7.266,,,,,13.385,0.22,,4.207,
Senegal,2021,SEN,16876726,,,,,,5.333,0.09,1.601,,523.132,,,,,32.589,0.55,,,,,9.786,,5.98,5.62,,1.578,0.657,2505.209,,,,266.639,4.5,,,80.071,,,,,91.25,1.54,,,,,,27.402,,2.94,,,,18.368,0.31,,5.516,,,,,66.364,1.12,,19.929,,0.36,6.02,,,,0,0,,0,,,,,142.8,2.41,,,,,,42.883,,,0.09,0,,,5.333,0,,1.601,0,,333.003,42.28,,,,66.364,1.12,,19.929,,,,,27.849,0.47,,8.363,,,,,14.813,0.25,,4.448,
Serbia,2020,SRB,7358010,,,,,,25.822,0.19,0.51,,597.905,,,,,3596.081,26.46,5.564,4.417,11388.702,83.798,71.072,,36.62,37.23,,-2.042,-4.021,26211.984,,,,3672.189,27.02,,,72.576,,,,,69.312,0.51,,0,,,,1.37,,22.26,,,,1227.234,9.03,,24.255,,,,,1387.603,10.21,,27.424,,-0.61,-1.666,,,,0,0,,0,,,,,6.795,0.05,,0,,,,0.134,,,0.19,0,,,25.822,0,,0.51,0,,5059.792,192.868,,,,1387.603,10.21,,27.424,,,,,1.359,0.01,,0.027,,,,,133.188,0.98,,2.632,
Serbia,2021,SRB,7296771,,,,,,34.262,0.25,0.666,,543.565,,,,,3257.605,23.77,-12.808,-10.733,10013.328,73.065,63.336,,38.18,37.53,,4.574,8.821,27640.852,,,,3413.839,24.91,,,66.374,,,,,146.64,1.07,,0,,,,2.851,,20.4,,,,1545.889,11.28,,30.056,,,,,1729.532,12.62,,33.626,,0.65,1.702,,,,0,0,,0,,,,,9.593,0.07,,0,,,,0.187,,,0.25,0,,,34.262,0,,0.666,0,,5143.371,201.689,,,,1729.532,12.62,,33.626,,,,,1.37,0.01,,0.027,,,,,148.011,1.08,,2.878,
Serbia,2022,SRB,7221365,,,,,,31.85,0.23,0.636,,569.375,,,,,3283.313,23.71,-3.539,-2.585,9759.859,70.48,65.533,,38.8,36.18,,,,,,,,3532.573,25.51,,,70.509,,,,,249.26,1.8,,0,,,,4.975,,20.6,,,,1204.758,8.7,,24.046,,,,,1477.56,10.67,,29.491,,2.62,6.753,,,,0,0,,0,,,,,0,0,,0,,,,0,,,0.23,0,,,31.85,0,,0.636,0,,5010.133,,,,,1477.56,10.67,,29.491,,,,,1.385,0.01,,0.028,,,,,239.567,1.73,,4.782,
Seychelles,2020,SYC,105545,,,,,,0,0,0,,616.667,,,,,0,0,,,,,0,,0.6,0.6,,-3.47,-0.166,43703.281,,,,5021.555,0.53,,,88.333,,,,,0,0,,,,,,0,,0.37,,,,0,0,,0,,,,,663.224,0.07,,11.667,,0,0,,,,0,0,,0,,,,,5021.555,0.53,,,,,,88.333,,,0,0,,,0,0,,0,0,,5684.779,4.613,,,,663.224,0.07,,11.667,,,,,568.478,0.06,,10,,,,,94.746,0.01,,1.667,
Seychelles,2021,SYC,106486,,,,,,0,0,0,,615.385,,,,,0,0,,,,,0,,0.65,0.65,,6.041,0.279,45933.664,,,,5352.816,0.57,,,87.692,,,,,0,0,,,,,,0,,0.4,,,,0,0,,0,,,,,751.272,0.08,,12.308,,0,0,,,,0,0,,0,,,,,5352.816,0.57,,,,,,87.692,,,0,0,,,0,0,,0,0,,6104.089,4.891,,,,751.272,0.08,,12.308,,,,,657.363,0.07,,10.769,,,,,93.909,0.01,,1.538,
Sierra Leone,2020,SLE,8233973,,,,,,0,0,0,,47.619,,,,,0,0,,,,,0,,0.21,0.21,,-4.152,-0.171,480.527,,,,2.429,0.02,,,9.524,,,,,0,0,,,,,,0,,0.01,,,,21.861,0.18,,85.714,,,,,23.075,0.19,,90.476,,0,0,,,,0,0,,0,,,,,2.429,0.02,,,,,,9.524,,,0,0,,,0,0,,0,0,,25.504,3.957,,,,23.075,0.19,,90.476,,,,,1.214,0.01,,4.762,,,,,0,0,,0,
Sierra Leone,2021,SLE,8420642,,,,,,0,0,0,,47.619,,,,,0,0,,,,,0,,0.21,0.21,,4.836,0.191,492.598,,,,2.375,0.02,,,9.524,,,,,0,0,,,,,,0,,0.01,,,,21.376,0.18,,85.714,,,,,22.564,0.19,,90.476,,0,0,,,,0,0,,0,,,,,2.375,0.02,,,,,,9.524,,,0,0,,,0,0,,0,0,,24.939,4.148,,,,22.564,0.19,,90.476,,,,,1.188,0.01,,4.762,,,,,0,0,,0,
Singapore,2020,SGP,5909874,,,,,,55.839,0.33,0.649,,489.483,-5.414,-0.288,852.294,5.037,0,0,,,,,0,,50.87,50.87,5.58,-2.054,-19.117,154256.297,,-2.063,-19.138,8467.186,50.04,153755.234,908.674,98.368,,0.395,0.496,125.984,8245.522,48.73,21317.477,,,,,95.793,,24.9,,,,0,0,,0,,0,,,140.443,0.83,,1.632,,0,0,,,,0,0,,0,,-2.427,-19.345,777.654,221.663,1.31,131585.469,,,,,2.575,,2.186,0.33,0,-9.924,-0.241,55.839,0,369.909,0.649,0,,8607.628,911.635,0,,,140.443,0.83,,1.632,,51.634,0.262,0.775,84.604,0.5,131.143,0.983,,,0,0,0,0,0,0,
Singapore,2021,SGP,5941063,,,,,,63.962,0.38,0.711,,487.937,7.158,0.361,908.505,5.397,0,0,,,,,0,,53.47,53.47,5.871,-0.099,-0.899,153295.156,,-0.124,-1.124,8823.337,52.42,152758.938,907.55,98.036,,5.981,7.535,133.519,8592.738,51.05,22473.852,,,,,95.474,,26.09,,,,0,0,,0,,0,,,176.736,1.05,,1.964,,0,0,,,,0,0,,0,,-1.16,-9.019,768.634,230.598,1.37,129376.586,,,,,2.562,,2.147,0.38,0,-1.77,-0.039,63.962,0,361.455,0.711,0,,9000.073,910.736,0,,,176.736,1.05,,1.964,,34.457,0.263,1.038,112.774,0.67,174.764,1.253,,,0,0,0,0,0,0,
Singapore,2022,SGP,5975689,,,,,,63.591,0.38,0.694,,488.775,-10.804,-0.583,805.652,4.814,0,0,,,,,0,,54.79,54.79,6.234,-3.492,-31.803,147084.844,,-3.698,-33.56,8947.923,53.47,146257.703,873.991,97.591,,-2.191,-2.925,130.594,8599.846,51.39,21854.154,,,,,93.794,,26.78,,,,0,0,,0,,0,,,220.895,1.32,,2.409,,0,0,,,,0,0,,0,,-3.91,-30.052,738.583,348.077,2.08,123597.898,,,,,3.796,,3.203,0.38,0,49.164,1.056,63.591,0,536.036,0.694,0,,9168.817,878.933,0,,,220.895,1.32,,2.409,,68.158,0.701,1.74,157.304,0.94,291.111,1.716,,,0,0,0,0,0,0,
Slovakia,2020,SVK,5456681,,0.402,0.007,325.737,1.777,306.047,1.67,5.858,0.981,159.242,-14.279,-4.488,4937.085,26.94,340.867,1.86,,,,,6.524,14.874,28.83,28.51,15.74,-2.014,-3.724,33193.328,,-3.57,-4.497,1139.887,6.22,22260.988,121.471,21.817,67.065,0.05,0.024,47.546,654.244,3.57,8713.426,,,,,12.522,26.251,4.54,3.696,0.381,11.863,828.342,4.52,2174.022,15.854,6.55,1.613,0.774,59.654,4084.901,22.29,10932.34,78.183,32.935,0.32,1.11,1.06,0.266,38.922,2829.559,15.44,7132.835,54.156,21.489,-0.07,-0.033,46.985,144.777,0.79,8610.477,,,,,2.771,25.94,5.341,1.67,0,-1.181,-0.064,306.047,0,978.719,5.858,0,2.949,5224.788,181.125,2.616,0.507,20.733,1255.342,6.85,3799.505,24.027,11.447,12.564,0.189,1.741,120.953,0.66,319.1,2.315,0.961,-33.333,-0.005,0.011,0,0,1.925,0,0.006
Slovakia,2021,SVK,5447621,,4.466,0.079,340.852,1.857,337.762,1.84,6.204,0.951,169.589,21.399,5.765,6003.518,32.705,312.063,1.7,,,,,5.732,16.753,30.43,29.66,15.193,7.783,14.098,35836.406,,11.197,13.601,1314.335,7.16,24794.664,135.072,24.14,69.188,11.32,5.382,52.929,802.185,4.37,9715.941,,,,,14.734,27.112,5.03,-5.734,-0.721,11.142,781.993,4.26,2045.262,14.363,5.707,1.189,0.497,60.151,4130.243,22.5,11041.741,75.86,30.812,0.77,2.53,1.852,0.576,39.497,2887.499,15.73,7250.372,53.034,20.232,5.222,2.454,49.438,200.087,1.09,9075.207,,,,,3.675,25.324,5.886,1.84,0,10.221,0.546,337.762,0,1080.55,6.204,0,3.015,5444.579,195.223,0.004,-0.079,20.654,1242.744,6.77,3791.369,22.825,10.58,1.207,0.015,1.756,122.989,0.67,322.304,2.259,0.899,25,0.003,0.013,0,0,2.402,0,0.007
Slovakia,2022,SVK,5643455,,4.595,0.085,344.142,1.942,303.006,1.71,6.397,1.016,140.666,-10.404,-3.403,5192.275,29.302,272.882,1.54,,,,,5.761,15.322,28.12,26.73,13.977,-2.038,-3.98,33887.691,,-2.444,-3.301,845.227,4.77,23349.289,131.771,17.845,68.902,-2.805,-1.485,51.444,388.06,2.19,9115.729,,,,,8.193,26.9,3.76,-16.148,-1.833,9.309,648.539,3.66,1649.45,13.692,4.867,-0.769,-0.678,59.473,3891.233,21.96,10538.399,82.155,31.098,1.39,4.943,1.055,0.271,39.768,2817.423,15.9,7046.819,59.484,20.795,3.208,1.586,51.024,184.284,1.04,9041.286,,,,,3.891,26.68,6.739,1.71,0,14.48,0.852,303.006,0,1194.084,6.397,0,3.524,4736.46,191.244,-4.093,-0.949,19.705,1073.81,6.06,3491.58,22.671,10.303,-2.707,-0.054,1.702,122.266,0.69,301.595,2.581,0.89,0,0,0.013,0,0,2.31,0,0.007
Slovenia,2020,SVN,2117648,,-1.657,-0.018,510.341,1.081,127.5,0.27,1.599,1.397,245.708,-3.697,-0.451,5545.615,11.744,2058.888,4.36,,,,,25.814,15.176,14.89,16.89,21.826,-3.379,-2.707,36542.867,,-10.547,-5.361,2342.221,4.96,21470.514,45.467,29.366,58.754,-0.181,-0.016,8.552,273.889,0.58,4038.256,,,,,3.434,11.051,4.15,10.15,1.151,12.958,2328.054,4.93,6119.18,29.189,16.745,8.812,2.654,31.918,5633.609,11.93,15072.351,70.634,41.246,-2,-13.432,9.13,1.285,16.01,2998.61,6.35,7560.318,37.596,20.689,-16.278,-4.894,25.172,9.444,0.02,11886.644,,,,,0.118,32.528,0.885,0.27,0,8.261,0.068,127.5,0,418.126,1.599,0,1.144,7975.83,77.385,8.511,1.368,15.908,2634.999,5.58,7512.033,33.037,20.557,21.501,0.168,0.967,174.722,0.37,456.634,2.191,1.25,1.642,0,0.016,4.722,0.01,7.752,0.059,0.021
Slovenia,2021,SVN,2119408,,10.247,0.111,562.168,1.191,127.394,0.27,1.732,1.554,238.614,-8.144,-0.956,5089.76,10.787,1816.545,3.85,,,,,24.695,14.07,15.32,15.59,20.334,-0.922,-0.714,36175.777,,2.768,1.259,2094.925,4.44,22046.527,46.726,28.48,60.943,5.326,0.455,9.007,245.352,0.52,4249.795,,,,,3.335,11.748,3.72,-4.49,-0.627,12.331,2222.319,4.71,5818.19,30.212,16.083,-5.148,-1.972,29.946,5260.903,11.15,14129.253,71.52,39.057,-0.27,-1.762,-10.182,-1.683,14.327,2694.149,5.71,6760.082,36.626,18.687,6.99,1.76,26.931,33.028,0.07,12706.972,,,,,0.449,35.126,0.895,0.27,0,1.126,0.01,127.394,0,422.483,1.732,0,1.168,7355.828,76.671,-0.351,-0.29,15.618,2566.754,5.44,7369.171,34.894,20.37,23.063,0.219,1.186,212.323,0.45,559.425,2.886,1.546,-10.526,-0.002,0.015,4.718,0.01,6.905,0.064,0.019
Slovenia,2022,SVN,2119843,,-26.788,-0.319,411.491,0.872,136.803,0.29,2.185,1.197,237.378,-23.093,-2.491,3913.589,8.296,1514.263,3.21,,,,,24.19,11.38,14.72,13.27,18.202,-4.914,-3.768,34391.094,,1.753,0.819,1768.999,3.75,22428.342,47.545,28.259,65.216,-11.792,-1.062,7.945,221.715,0.47,3747.877,,,,,3.542,10.898,3.15,-33.194,-4.123,8.208,1504.828,3.19,3871.919,24.039,11.258,-15.525,-4.587,25.359,4490.898,9.52,11962.749,71.741,34.784,1.45,9.851,-1.76,-0.304,14.024,2636.988,5.59,6615.506,42.125,19.236,16.235,4.372,31.303,33.021,0.07,14766.875,,,,,0.528,42.938,0.841,0.29,0,-6.059,-0.054,136.803,0,396.803,2.185,0,1.154,6259.898,72.904,-27.348,-4.283,11.335,1853.911,3.93,5347.244,29.616,15.548,18.431,0.213,1.399,207.563,0.44,659.979,3.316,1.919,2.511,0,0.015,4.717,0.01,7.051,0.075,0.021
Solomon Islands,2020,SLB,691198,,,,,,0,0,0,,700,,,,,0,0,,,,,0,,0.1,0.1,,-5.179,-0.071,1877.319,,,,144.676,0.1,,,100,,,,,0,0,,,,,,0,,0.07,,,,0,0,,0,,,,,0,0,,0,,0,0,,,,0,0,,0,,,,,144.676,0.1,,,,,,100,,,0,0,,,0,0,,0,0,,144.676,1.298,,,,0,0,,0,,,,,0,0,,0,,,,,0,0,,0,
Solomon Islands,2021,SLB,707855,,,,,,0,0,0,,727.273,,,,,0,0,,,,,0,,0.11,0.11,,3.218,0.042,1892.131,,,,155.399,0.11,,,100,,,,,0,0,,,,,,0,,0.08,,,,0,0,,0,,,,,0,0,,0,,0,0,,,,0,0,,0,,,,,155.399,0.11,,,,,,100,,,0,0,,,0,0,,0,0,,155.399,1.339,,,,0,0,,0,,,,,0,0,,0,,,,,0,0,,0,
Somalia,2020,SOM,16537018,,,,,,0,0,0,,631.579,,,,,0,0,,,,,0,,0.38,0.38,,-3.56,-0.129,212.096,,,,21.165,0.35,,,92.105,,,,,0,0,,,,,,0,,0.24,,,,0,0,,0,,,,,1.814,0.03,,7.895,,0,0,,,,0,0,,0,,,,,21.165,0.35,,,,,,92.105,,,0,0,,,0,0,,0,0,,22.979,3.507,,,,1.814,0.03,,7.895,,,,,1.209,0.02,,5.263,,,,,0.605,0.01,,2.632,
Somalia,2021,SOM,17065588,,,,,,0,0,0,,634.146,,,,,0,0,,,,,0,,0.41,0.41,,5.782,0.203,217.41,,,,21.681,0.37,,,90.244,,,,,0,0,,,,,,0,,0.26,,,,0,0,,0,,,,,2.344,0.04,,9.756,,0,0,,,,0,0,,0,,,,,21.681,0.37,,,,,,90.244,,,0,0,,,0,0,,0,0,,24.025,3.71,,,,2.344,0.04,,9.756,,,,,1.758,0.03,,7.317,,,,,0.586,0.01,,2.439,
South Africa,2020,ZAF,58801928,,6.05,0.042,12.498,0.735,7.143,0.42,0.189,0.053,731.561,-2.78,-29.044,17273.305,1015.704,3335.265,196.12,-3.209,-53.67,27533.223,1619.007,88.362,73.288,218.13,221.95,16.015,-6.476,-95.971,23568.951,,-6.418,-90.745,3358.733,197.5,22502.26,1323.176,88.984,95.474,-6.821,-2.906,39.705,0,0,675.238,0,,,,0,2.865,162.37,97.706,1.894,3.848,24.489,1.44,65.432,0.649,0.278,-7.531,-5.226,62.724,415.803,24.45,1066.693,11.016,4.526,-3.82,-1.751,-25.272,-8.563,24.957,197.613,11.62,424.43,5.235,1.801,-18.004,-58.794,267.767,23.469,1.38,4553.715,0,,,,0.622,19.321,1.377,0.42,0,0,0,7.143,0,23.416,0.189,0,0.099,3774.536,1385.9,10.014,3.337,37.766,218.19,12.83,642.263,5.781,2.725,16.255,2.046,14.97,85.541,5.03,254.581,2.266,1.08,-3.332,-0.645,16.837,101.017,5.94,286.337,2.676,1.215
South Africa,2021,ZAF,59392256,,31.376,0.231,16.256,0.965,6.735,0.4,0.179,0.069,715.681,-4.009,-40.723,16415.963,974.981,3245.036,192.73,-6.682,-108.175,25438.186,1510.831,86.349,70.176,219.06,223.2,16.065,0.247,3.429,23392.424,,-0.974,-12.883,3269.281,194.17,22061.688,1310.293,86.994,94.311,16.213,6.437,46.143,0,0,776.915,0,,,,0,3.321,159.74,37.747,1.433,5.28,24.751,1.47,88.908,0.659,0.38,26.619,16.312,79.036,488.784,29.03,1330.738,13.006,5.689,-4.14,-1.89,24.76,6.066,31.023,204.572,12.15,522.338,5.444,2.233,7.993,21.402,289.17,24.246,1.44,4868.81,0,,,,0.645,20.814,1.373,0.4,0,-0.273,-0.004,6.735,0,23.12,0.179,0,0.099,3758.066,1389.329,27.868,10.246,48.013,284.212,16.88,808.4,7.563,3.456,19.035,2.784,17.754,111.967,6.65,298.93,2.979,1.278,34.956,5.802,22.639,140.759,8.36,381.186,3.746,1.63
South Africa,2022,ZAF,59893884,,0.906,0.009,16.265,0.974,6.678,0.4,0.187,0.073,708.989,-5.607,-54.662,15365.821,920.319,3043.549,182.29,-1.679,-25.371,24801.535,1485.46,85.342,68.748,211.51,213.6,15.956,-3.645,-50.647,22350.898,,-3.721,-48.762,3073.937,184.11,21062.77,1261.531,86.194,94.237,-1.215,-0.561,45.582,0,0,761.044,0,,,,0,3.405,151.44,53.617,2.802,8.082,50.423,3.02,134.941,1.414,0.604,-2.247,-1.884,77.151,492.371,29.49,1288.129,13.806,5.763,-2.09,-0.988,-18.252,-5.755,25.268,168.131,10.07,421.882,4.714,1.888,2.234,6.461,295.63,30.387,1.82,4935.904,0,,,,0.852,22.084,1.373,0.5,0.1,0,0,8.348,1.67,22.926,0.234,0.047,0.103,3566.308,1338.682,8.242,3.87,51.883,324.24,19.42,866.247,9.092,3.876,-8.622,-1.59,16.164,103.683,6.21,269.881,2.907,1.207,12.113,2.65,25.289,161.786,9.69,422.234,4.537,1.889
South Korea,2020,KOR,51844688,,-1.386,-0.113,154.783,8.025,161.058,8.35,1.514,0.241,457.239,-12.059,-115.207,16205.312,840.159,3924.606,203.47,-5.996,-0.358,108.121,5.606,36.898,25.198,551.44,551.44,16.539,-3.788,-131.285,64311.133,,-6.044,-181.492,7041.223,365.05,54416.52,2821.208,66.199,84.614,2.683,15.035,575.373,2991.242,155.08,11098.015,0,,,,28.123,17.257,252.14,39.035,2.832,10.183,74.839,3.88,196.408,0.704,0.305,11.031,50.206,512.983,3595.161,186.39,9894.616,33.801,15.386,0,0,9.783,34.617,403.691,2943.021,152.58,7786.55,27.669,12.108,-5.469,-81.319,1405.675,125.374,6.5,27113.197,,,,,1.179,42.159,32.025,8.81,0.46,-5.084,-1.715,169.931,8.873,617.707,1.598,0.083,0.96,10636.384,3334.191,15.779,15.589,109.292,652.14,33.81,2108.065,6.131,3.278,36.251,13.375,50.787,346.612,17.97,979.601,3.259,1.523,17.568,1.21,8.273,60.758,3.15,159.566,0.571,0.248
South Korea,2021,KOR,51830136,,-13.464,-1.08,133.981,6.944,291.529,15.11,2.567,0.199,458.081,0.402,3.381,16275.09,843.54,4055.363,210.19,-11.874,-0.666,95.309,4.94,35.715,24.172,588.52,588.52,16.864,4.665,155.548,67330.305,,5.169,145.841,7567.991,392.25,57245.625,2967.049,66.65,85.022,8.464,48.701,624.074,3378.729,175.12,12040.754,0,,,,29.756,17.883,269.59,-21.219,-2.19,7.993,58.846,3.05,154.208,0.518,0.229,1.567,9.707,522.69,3786.793,196.27,10084.681,33.35,14.978,0,0,-1.354,-6.923,396.769,2904.102,150.52,7655.174,25.576,11.37,6.67,93.759,1499.434,133.899,6.94,28929.781,,,,,1.179,42.967,37.986,15.57,0.46,18.613,5.961,300.404,8.875,732.886,2.646,0.078,1.088,11354.784,3489.739,12.097,16.63,125.922,882.691,45.75,2429.506,7.774,3.608,27.819,13.891,64.678,462.086,23.95,1247.885,4.07,1.853,0.955,0.048,8.321,61.354,3.18,160.545,0.54,0.238
