country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
French Polynesia,2020,PYF,301935,,,,,,0,0,0,,469.697,,,,,0,0,,,,,0,,0.66,0.66,,-4.663,-0.22,14898.559,,,,1457.267,0.44,,,66.667,,,,,0,0,,,,,,0,,0.31,,,,596.155,0.18,,27.273,,,,,728.634,0.22,,33.333,,0,0,,,,0,0,,0,,,,,1457.267,0.44,,,,,,66.667,,,0,0,,,0,0,,0,0,,2185.901,4.498,,,,728.634,0.22,,33.333,,,,,132.479,0.04,,6.061,,,,,0,0,,0,
French Polynesia,2021,PYF,304038,,,,,,0,0,0,,471.429,,,,,0,0,,,,,0,,0.7,0.7,,3.02,0.136,15242.301,,,,1545.859,0.47,,,67.143,,,,,0,0,,,,,,0,,0.33,,,,592.031,0.18,,25.714,,,,,756.484,0.23,,32.857,,0,0,,,,0,0,,0,,,,,1545.859,0.47,,,,,,67.143,,,0,0,,,0,0,,0,0,,2302.344,4.634,,,,756.484,0.23,,32.857,,,,,164.453,0.05,,7.143,,,,,0,0,,0,
Gabon,2020,GAB,2292583,,,,,,8.724,0.02,0.909,,386.364,,,,,0,0,,,,,0,,2.71,2.2,,15.148,2.524,8367.068,,,,519.065,1.19,,,54.091,,,,,0,0,,0,,,,0,,0.85,,,,431.827,0.99,,45,,,,,440.551,1.01,,45.909,,0.51,18.819,,,,0,0,,0,,,,,519.065,1.19,,-4.519,-5.716,52682.566,120.779,54.091,,,0.02,0,,,8.724,0,,0.909,0,,959.616,19.182,,,,440.551,1.01,,45.909,,,,,0,0,,0,,,,,0,0,,0,
Gabon,2021,GAB,2341185,,,,,,8.543,0.02,0.873,,397.38,,,,,0,0,,,,,0,,2.84,2.29,,-2.242,-0.43,8009.644,,,,542.46,1.27,,,55.459,,,,,0,0,,0,,,,0,,0.91,,,,427.134,1,,43.668,,,,,435.677,1.02,,44.541,,0.55,19.366,,,,0,0,,0,,,,,542.46,1.27,,-12.895,-15.574,44936.68,105.205,55.459,,,0.02,0,,,8.543,0,,0.873,0,,978.137,18.752,,,,435.677,1.02,,44.541,,,,,0,0,,0,,,,,0,0,,0,
Gabon,2022,GAB,2388997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.427,5.709,46427.254,110.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gambia,2020,GMB,2574005,,,,,,0,0,0,,689.655,,,,,0,0,,,,,0,,0.29,0.29,,-4.505,-0.11,905.346,,,,112.665,0.29,,,100,,,,,0,0,,,,,,0,,0.2,,,,0,0,,0,,,,,0,0,,0,,0,0,,,,0,0,,0,,,,,112.665,0.29,,,,,,100,,,0,0,,,0,0,,0,0,,112.665,2.33,,,,0,0,,0,,,,,0,0,,0,,,,,0,0,,0,
Gambia,2021,GMB,2639922,,,,,,0,0,0,,700,,,,,0,0,,,,,0,,0.3,0.3,,5.498,0.128,931.273,,,,113.64,0.3,,,100,,,,,0,0,,,,,,0,,0.21,,,,0,0,,0,,,,,0,0,,0,,0,0,,,,0,0,,0,,,,,113.64,0.3,,,,,,100,,,0,0,,,0,0,,0,0,,113.64,2.458,,,,0,0,,0,,,,,0,0,,0,,,,,0,0,,0,
Georgia,2020,GEO,3765912,,,,,,0,0,0,,141.577,,,,,0,0,,,,,0,,12.62,11.16,,-5.02,-3.721,18696.85,,,,748.823,2.82,,,25.269,,,,,748.823,2.82,,,,,,25.269,,1.58,,,,2190.704,8.25,,73.925,,,,,2214.603,8.34,,74.731,,1.46,11.569,,,,0,0,,0,,,,,0,0,,,,,,0,,,0,0,,,0,0,,0,0,,2963.426,70.411,,,,2214.603,8.34,,74.731,,,,,0,0,,0,,,,,23.899,0.09,,0.806,
Georgia,2021,GEO,3757984,,,,,,0,0,0,,111.551,,,,,0,0,,,,,0,,14.26,12.64,,11.2,7.886,20834.768,,,,633.318,2.38,,,18.829,,,,,633.318,2.38,,,,,,18.829,,1.41,,,,2708.899,10.18,,80.538,,,,,2730.187,10.26,,81.171,,1.62,11.36,,,,0,0,,0,,,,,0,0,,,,,,0,,,0,0,,,0,0,,0,0,,3363.506,78.297,,,,2730.187,10.26,,81.171,,,,,0,0,,0,,,,,21.288,0.08,,0.633,
Georgia,2022,GEO,3744385,,,,,,0,0,0,,134.831,,,,,0,0,,,,,0,,14.83,14.24,,,,,,,,905.356,3.39,,,23.806,,,,,905.356,3.39,,,,,,23.806,,1.92,,,,2876.307,10.77,,75.632,,,,,2897.672,10.85,,76.194,,0.59,3.978,,,,0,0,,0,,,,,0,0,,,,,,0,,,0,0,,,0,0,,0,0,,3803.028,,,,,2897.672,10.85,,76.194,,,,,0,0,,0,,,,,21.365,0.08,,0.562,
Germany,2020,DEU,83328992,,22.111,7.111,471.277,39.271,611.192,50.93,8.978,1.139,332.581,-17.518,-109.351,6178.721,514.867,1615.284,134.6,-17.724,-58.583,3263.505,271.945,23.728,14.932,548.23,567.26,16.452,-6.747,-249.45,41377.68,,-9.018,-253.559,3016.957,251.4,30700.303,2558.225,44.318,74.195,-2.437,-21.755,871.075,1156.62,96.38,10453.444,-14.976,-7.983,543.919,45.324,16.99,25.263,188.66,-7.141,-3.891,48.119,224.652,18.72,577.457,3.3,1.396,1.818,4.109,889.735,3790.517,315.86,10677.375,55.682,25.805,-19.03,-3.471,-14.238,-27.635,162.255,772.6,64.38,1947.161,11.349,4.706,-9.458,-122.453,1172.284,245.053,20.42,14068.139,0,,,,3.6,33.999,163.161,51.16,0.23,1.665,2.65,613.952,2.76,1958.035,9.019,0.041,4.732,6807.475,3447.96,6.228,31.744,727.48,3017.917,251.48,8730.213,44.332,21.099,9.454,10.789,129.991,594.031,49.5,1559.971,8.726,3.77,4.931,15.085,346.938,1585.283,132.1,4163.474,23.287,10.062
Germany,2021,DEU,83408560,,-11.16,-4.383,418.281,34.888,562.412,46.91,8.069,0.983,365.477,20.795,107.068,7456.483,621.935,1972.22,164.5,17.794,48.389,3840.533,320.333,28.296,17.522,562.77,581.35,16.379,2.944,101.496,42555.059,,5.532,141.525,3373.994,281.42,32367.781,2699.75,48.408,76.061,5.308,46.24,917.315,1141.609,95.22,10997.854,0.097,0.044,543.927,45.368,16.379,25.844,212.47,7.286,3.317,51.436,235.707,19.66,616.676,3.382,1.449,-4.702,-40.029,849.706,3595.914,299.93,10187.274,51.592,23.939,-18.58,-3.302,7.374,11.327,173.582,828.812,69.13,2081.107,11.891,4.89,-1.005,-11.784,1160.5,260.165,21.7,13913.443,0,,,,3.733,32.695,160.699,47.15,0.24,-1.501,-2.463,565.29,2.877,1926.643,8.11,0.041,4.527,6969.908,3549.456,-7.38,-51.356,676.124,2767.102,230.8,8106.167,39.701,19.049,-0.315,-0.884,129.107,591.546,49.34,1547.885,8.487,3.637,-13.213,-46.944,299.994,1374.559,114.65,3596.683,19.721,8.452
Germany,2022,DEU,83369840,,-0.588,-0.205,416.013,34.683,567.351,47.3,8.123,1.015,385.467,4.066,25.288,7763.265,647.222,2171.049,181,4.909,15.725,4030.934,336.058,31.085,18.945,555.03,582.28,17.044,-3.752,-133.169,40977.492,,-3.575,-96.504,3546.846,295.7,31225.268,2603.246,50.783,76.201,-15.743,-144.415,772.9,1155.214,96.31,9270.737,-6.162,-2.795,510.649,42.573,16.54,22.624,224.45,-10.973,-5.811,45.625,209.308,17.45,547.259,2.997,1.336,-4.34,-36.665,813.041,3437.454,286.58,9752.221,49.217,23.799,-27.25,-4.91,-49.805,-86.77,86.812,437.928,36.51,1041.292,6.27,2.541,1.949,22.623,1183.124,220.583,18.39,14191.266,0,,,,3.158,34.632,160.801,47.54,0.24,0.065,0.102,570.23,2.879,1928.766,8.164,0.041,4.707,6984.301,3416.287,7.347,50.105,726.229,2999.526,250.07,8710.929,42.947,21.258,23.2,29.373,158.48,707.45,58.98,1900.926,10.129,4.639,9.281,26.646,326.64,1512.537,126.1,3917.965,21.656,9.561
Ghana,2020,GHA,32180402,,,,,,0.932,0.03,0.149,,353.96,,,,,0,0,,,,,0,,18.46,20.2,,13.436,13.28,3484.157,,,,398.379,12.82,,,63.465,,,,,295.832,9.52,,,,,,47.129,,7.15,,,,226.535,7.29,,36.089,,,,,229.332,7.38,,36.535,,-1.74,-9.426,,,,0,0,,0,,,,,102.547,3.3,,,,,,16.337,,,0.03,0,,,0.932,0,,0.149,0,,627.711,112.122,,,,229.332,7.38,,36.535,,,,,1.864,0.06,,0.297,,,,,0,0,,0,
Ghana,2021,GHA,32833036,,,,,,0.914,0.03,0.143,,361.204,,,,,0,0,,,,,0,,19.52,20.93,,2.005,2.248,3483.363,,,,415.131,13.63,,,65.122,,,,,313.404,10.29,,,,,,49.164,,7.56,,,,219.596,7.21,,34.448,,,,,222.337,7.3,,34.878,,-1.41,-7.223,,,,0,0,,0,,,,,101.727,3.34,,,,,,15.958,,,0.03,0,,,0.914,0,,0.143,0,,637.468,114.369,,,,222.337,7.3,,34.878,,,,,1.827,0.06,,0.287,,,,,0,0,,0,
Gibraltar,2020,GIB,32739,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,0,0,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,,0,,,,,0,0,,,,,,,0,0,,,,,,,0,0,,,
Gibraltar,2021,GIB,32698,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,0,0,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,,0,,,,,0,0,,,,,,,0,0,,,,,,,0,0,,,
Greece,2020,GRC,10512232,,5.876,0.133,227.304,2.389,42.807,0.45,0.934,0.863,387.666,-42.718,-15.88,2025.722,21.295,628.791,6.61,-47.196,-16.947,1803.675,18.961,13.725,7.69,57.02,48.16,17.391,-12.603,-39.935,26343.523,,-16.096,-43.773,2911.846,30.61,21706.209,228.181,63.559,82.397,10.148,5.844,63.427,1829.297,19.23,6033.6,0,,,,39.929,22.904,18.67,-16.399,-1.761,8.781,317.725,3.34,835.359,6.935,3.171,8.665,3.838,48.749,1669.484,17.55,4637.316,36.441,17.603,8.86,15.538,,0,0,0,0,0,0,0,-19.039,-33.737,143.459,453.757,4.77,13646.887,0,,,,9.904,51.804,1.448,0.45,0,12.817,0.164,42.807,0,137.729,0.934,0,0.523,4581.33,276.929,8.665,3.838,48.749,1669.484,17.55,4637.316,36.441,17.603,0.414,0.005,11.679,423.316,4.45,1110.965,9.24,4.217,28.126,5.297,24.451,885.635,9.31,2325.959,19.331,8.829
Greece,2021,GRC,10445368,,8.261,0.197,247.657,2.587,47.868,0.5,0.915,0.855,353.339,-6.496,-1.383,1906.257,19.912,509.317,5.32,-11.726,-2.223,1602.361,16.737,9.735,6.582,58.33,54.65,18.065,9.238,25.583,28961.367,,5.931,13.533,3113.342,32.52,23140.748,241.714,59.506,79.902,10.053,6.377,69.803,2153.107,22.49,6682.685,0,,,,41.153,23.074,19.31,76.555,6.666,15.447,564.844,5.9,1478.875,10.796,5.106,23.967,12.05,60.799,2118.642,22.13,5820.62,40.494,20.098,3.68,6.309,,0,0,0,0,0,0,0,5.953,8.54,151.999,450.918,4.71,14551.806,0,,,,8.618,50.246,1.594,0.5,0,10.065,0.146,47.868,0,152.562,0.915,0,0.527,5231.984,302.512,23.967,12.05,60.799,2118.642,22.13,5820.62,40.494,20.098,18.083,2.061,13.74,502.615,5.25,1315.426,9.607,4.542,12.598,2.98,27.431,1003.316,10.48,2626.099,19.177,9.068
Greece,2022,GRC,10384972,,-10.074,-0.261,224.004,2.326,48.146,0.5,0.953,0.737,343.822,0.51,0.102,1927.131,20.013,525.76,5.46,13.294,2.225,1825.93,18.962,10.412,6.337,55.89,52.44,16.605,4.396,13.298,30410.344,,4.665,11.277,2862.791,29.73,24361.199,252.99,56.693,80.108,-11.226,-7.836,61.967,1883.491,19.56,5966.988,0,,,,37.3,19.622,18.03,-22.921,-3.584,11.863,455.466,4.73,1142.348,9.02,3.756,2.8,2.022,62.82,2186.814,22.71,6049.146,43.307,19.892,3.45,6.173,,0,0,0,0,0,0,0,12.507,19.011,171.01,453.54,4.71,16467.082,0,,,,8.982,54.15,1.617,0.5,0,1.476,0.024,48.146,0,155.715,0.953,0,0.512,5049.604,315.811,2.8,2.022,62.82,2186.814,22.71,6049.146,43.307,19.892,36.226,4.909,18.649,637.46,6.62,1795.8,12.624,5.905,3.782,0.934,28.364,1045.742,10.86,2731.278,20.709,8.981
Greenland,2020,GRL,56049,,,,,,0,0,0,,118.644,,,,,0,0,,,,,0,,0.59,0.59,,0.859,0.03,63375.285,,,,1605.738,0.09,,,15.254,,,,,0,0,,,,,,0,,0.07,,,,8920.766,0.5,,84.746,,,,,8920.766,0.5,,84.746,,0,0,,,,0,0,,0,,,,,1605.738,0.09,,,,,,15.254,,,0,0,,,0,0,,0,0,,10526.504,3.552,,,,8920.766,0.5,,84.746,,,,,0,0,,0,,,,,0,0,,0,
Greenland,2021,GRL,56266,,,,,,0,0,0,,133.333,,,,,0,0,,,,,0,,0.6,0.6,,0.617,0.022,63520.266,,,,1777.272,0.1,,,16.667,,,,,0,0,,,,,,0,,0.08,,,,8886.361,0.5,,83.333,,,,,8886.361,0.5,,83.333,,0,0,,,,0,0,,0,,,,,1777.272,0.1,,,,,,16.667,,,0,0,,,0,0,,0,0,,10663.634,3.574,,,,8886.361,0.5,,83.333,,,,,0,0,,0,,,,,0,0,,0,
Grenada,2020,GRD,123672,,,,,,0,0,0,,700,,,,,0,0,,,,,0,,0.2,0.2,,-15.667,-0.205,8918.377,,,,1617.181,0.2,,,100,,,,,0,0,,,,,,0,,0.14,,,,0,0,,0,,,,,0,0,,0,,0,0,,,,0,0,,0,,,,,1617.181,0.2,,,,,,100,,,0,0,,,0,0,,0,0,,1617.181,1.103,,,,0,0,,0,,,,,0,0,,0,,,,,0,0,,0,
Grenada,2021,GRD,124624,,,,,,0,0,0,,714.286,,,,,0,0,,,,,0,,0.21,0.21,,6.574,0.073,9432.062,,,,1685.069,0.21,,,100,,,,,0,0,,,,,,0,,0.15,,,,0,0,,0,,,,,0,0,,0,,0,0,,,,0,0,,0,,,,,1685.069,0.21,,,,,,100,,,0,0,,,0,0,,0,0,,1685.069,1.175,,,,0,0,,0,,,,,0,0,,0,,,,,0,0,,0,
Guadeloupe,2020,GLP,395649,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,
Guadeloupe,2021,GLP,396057,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,
Guam,2020,GUM,169245,,,,,,0,0,0,,670.588,,,,,0,0,,,,,0,,1.7,1.7,,-4.916,-0.368,42094.266,,,,9631.009,1.63,,,95.882,,,,,0,0,,,,,,0,,1.14,,,,0,0,,0,,,,,413.602,0.07,,4.118,,0,0,,,,0,0,,0,,,,,9631.009,1.63,,,,,,95.882,,,0,0,,,0,0,,0,0,,10044.61,7.124,,,,413.602,0.07,,4.118,,,,,413.602,0.07,,4.118,,,,,0,0,,0,
Guam,2021,GUM,170546,,,,,,0,0,0,,670.33,,,,,0,0,,,,,0,,1.82,1.82,,5.774,0.411,44185.305,,,,10202.526,1.74,,,95.604,,,,,0,0,,,,,,0,,1.22,,,,0,0,,0,,,,,469.082,0.08,,4.396,,0,0,,,,0,0,,0,,,,,10202.526,1.74,,,,,,95.604,,,0,0,,,0,0,,0,0,,10671.607,7.536,,,,469.082,0.08,,4.396,,,,,469.082,0.08,,4.396,,,,,0,0,,0,
Guatemala,2020,GTM,17362716,,,,,,136.499,2.37,17.66,,307.004,,,,,154.354,2.68,,,,,19.97,,13.35,13.42,,-0.535,-0.536,5734.478,,,,253.993,4.41,,,32.861,,,,,0,0,,,,,,0,,4.12,,,,332.897,5.78,,43.07,,,,,518.928,9.01,,67.139,,-0.07,-0.524,,,,0,0,,0,,,,,99.639,1.73,,,,,,12.891,,,2.7,0.33,,,155.506,19.006,,20.119,2.459,,772.921,99.566,,,,518.928,9.01,,67.139,,,,,12.671,0.22,,1.639,,,,,17.854,0.31,,2.31,
Guatemala,2021,GTM,17608484,,,,,,152.199,2.68,18.56,,320.637,,,,,172.076,3.03,,,,,20.983,,14.37,14.44,,1.02,1.016,5712.118,,,,282.818,4.98,,,34.488,,,,,0,0,,,,,,0,,4.63,,,,336.202,5.92,,40.997,,,,,537.241,9.46,,65.512,,-0.07,-0.487,,,,0,0,,0,,,,,110.742,1.95,,,,,,13.504,,,2.99,0.31,,,169.805,17.605,,20.706,2.147,,820.059,100.582,,,,537.241,9.46,,65.512,,,,,13.062,0.23,,1.593,,,,,18.173,0.32,,2.216,
Guinea,2020,GIN,13205157,,,,,,0,0,0,,175,,,,,0,0,,,,,0,,3.2,3.2,,15.759,2.439,1356.659,,,,53.767,0.71,,,22.188,,,,,0,0,,,,,,0,,0.56,,,,187.048,2.47,,77.188,,,,,188.563,2.49,,77.812,,0,0,,,,0,0,,0,,,,,53.767,0.71,,,,,,22.188,,,0,0,,,0,0,,0,0,,242.33,17.915,,,,188.563,2.49,,77.812,,,,,1.515,0.02,,0.625,,,,,0,0,,0,
Guinea,2021,GIN,13531909,,,,,,0,0,0,,208.633,,,,,0,0,,,,,0,,2.78,2.78,,-3.201,-0.573,1281.525,,,,56.164,0.76,,,27.338,,,,,0,0,,,,,,0,,0.58,,,,147.799,2,,71.942,,,,,149.277,2.02,,72.662,,0,0,,,,0,0,,0,,,,,56.164,0.76,,,,,,27.338,,,0,0,,,0,0,,0,0,,205.44,17.341,,,,149.277,2.02,,72.662,,,,,1.478,0.02,,0.719,,,,,0,0,,0,
Guinea-Bissau,2020,GNB,2015839,,,,,,0,0,0,,750,,,,,0,0,,,,,0,,0.08,0.08,,-4.504,-0.062,656.343,,,,39.686,0.08,,,100,,,,,0,0,,,,,,0,,0.06,,,,0,0,,0,,,,,0,0,,0,,0,0,,,,0,0,,0,,,,,39.686,0.08,,,,,,100,,,0,0,,,0,0,,0,0,,39.686,1.323,,,,0,0,,0,,,,,0,0,,0,,,,,0,0,,0,
Guinea-Bissau,2021,GNB,2060730,,,,,,0,0,0,,750,,,,,0,0,,,,,0,,0.08,0.08,,5.495,0.073,677.328,,,,38.821,0.08,,,100,,,,,0,0,,,,,,0,,0.06,,,,0,0,,0,,,,,0,0,,0,,0,0,,,,0,0,,0,,,,,38.821,0.08,,,,,,100,,,0,0,,,0,0,,0,0,,38.821,1.396,,,,0,0,,0,,,,,0,0,,0,,,,,0,0,,0,
Guyana,2020,GUY,797207,,,,,,175.613,0.14,12.069,,637.931,,,,,0,0,,,,,0,,1.16,1.16,,-2.785,-0.316,13816.492,,,,1266.923,1.01,,,87.069,,,,,0,0,,,,,,0,,0.74,,,,0,0,,0,,,,,188.157,0.15,,12.931,,0,0,,,,0,0,,0,,,,,1266.923,1.01,,,,,,87.069,,,0.14,0,,,175.613,0,,12.069,0,,1455.08,11.015,,,,188.157,0.15,,12.931,,,,,12.544,0.01,,0.862,,,,,0,0,,0,
Guyana,2021,GUY,804571,,,,,,161.577,0.13,10.569,,642.276,,,,,0,0,,,,,0,,1.23,1.23,,0,0,13690.034,,,,1354.759,1.09,,,88.618,,,,,0,0,,,,,,0,,0.79,,,,0,0,,0,,,,,174.006,0.14,,11.382,,0,0,,,,0,0,,0,,,,,1354.759,1.09,,,,,,88.618,,,0.13,0,,,161.577,0,,10.569,0,,1528.765,11.015,,,,174.006,0.14,,11.382,,,,,12.429,0.01,,0.813,,,,,0,0,,0,
Haiti,2020,HTI,11306804,,,,,,0,0,0,,619.565,,,,,0,0,,,,,0,,0.92,0.92,,-16.418,-2.17,977.081,,,,71.638,0.81,,,88.043,,,,,0,0,,,,,,0,,0.57,,,,9.729,0.11,,11.957,,,,,9.729,0.11,,11.957,,0,0,,,,0,0,,0,,,,,71.638,0.81,,,,,,88.043,,,0,0,,,0,0,,0,0,,81.367,11.048,,,,9.729,0.11,,11.957,,,,,0,0,,0,,,,,0,0,,0,
Haiti,2021,HTI,11447575,,,,,,0,0,0,,606.061,,,,,0,0,,,,,0,,0.99,0.99,,6.82,0.753,1030.881,,,,75.125,0.86,,,86.869,,,,,0,0,,,,,,0,,0.6,,,,11.356,0.13,,13.131,,,,,11.356,0.13,,13.131,,0,0,,,,0,0,,0,,,,,75.125,0.86,,,,,,86.869,,,0,0,,,0,0,,0,0,,86.481,11.801,,,,11.356,0.13,,13.131,,,,,0,0,,0,,,,,0,0,,0,
Honduras,2020,HND,10121762,,,,,,106.701,1.08,9.549,,377.542,,,,,50.386,0.51,,,,,4.509,,11.14,11.31,,-9.033,-5.074,5048.45,,,,539.432,5.46,,,48.276,,,,,0,0,,,,,,0,,4.27,,,,266.752,2.7,,23.873,,,,,577.963,5.85,,51.724,,-0.17,-1.526,,,,0,0,,0,,,,,489.045,4.95,,,,,,43.767,,,1.39,0.31,,,137.328,30.627,,12.29,2.741,,1117.394,51.099,,,,577.963,5.85,,51.724,,,,,103.737,1.05,,9.284,,,,,70.146,0.71,,6.278,
Honduras,2021,HND,10278346,,,,,,109.94,1.13,9.44,,375.104,,,,,52.538,0.54,,,,,4.511,,11.8,11.97,,2.321,1.186,5086.934,,,,559.429,5.75,,,48.037,,,,,0,0,,,,,,0,,4.49,,,,262.688,2.7,,22.556,,,,,605.156,6.22,,51.963,,-0.17,-1.441,,,,0,0,,0,,,,,506.891,5.21,,,,,,43.525,,,1.44,0.31,,,140.1,30.16,,12.03,2.59,,1164.584,52.285,,,,605.156,6.22,,51.963,,,,,124.534,1.28,,10.693,,,,,77.834,0.8,,6.683,
Hong Kong,2020,HKG,7500955,,52,0.134,52.067,0.391,21.331,0.16,0.483,0.151,683.162,-46.731,-33.539,5096.758,38.231,2455.688,18.42,,,,,55.582,14.808,45.84,33.14,12.836,-25.113,-86.58,34418.75,,-25.234,-86.858,4394.107,32.96,34309.695,257.355,99.457,99.683,58.665,18.281,49.443,1698.45,12.74,6591.505,,,,,38.443,19.151,22.64,,0,0,0,0,0,0,0,53.169,0.278,0.818,23.997,0.18,109.056,0.543,0.317,12.7,27.705,,0,0,0,0,0,0,0,-29.675,-71.6,169.682,239.969,1.8,22621.43,,,,,5.432,65.724,0.288,0.16,0,21.497,0.051,21.331,0,38.42,0.483,0,0.112,4418.104,258.173,53.169,0.278,0.818,23.997,0.18,109.056,0.543,0.317,214.669,0.093,0.137,2.666,0.02,18.289,0.06,0.053,14.286,0,0.002,0,0,0.28,0,0.001
Hong Kong,2021,HKG,7494580,,-15.789,-0.062,43.884,0.329,21.349,0.16,0.454,0.135,683.972,11.076,4.234,5666.094,42.465,2556.514,19.16,,,,,54.355,17.452,47.81,35.25,14.487,-5.751,-14.847,32466.973,,-5.747,-14.79,4679.382,35.07,32365.408,242.565,99.489,99.687,-2.403,-1.188,48.255,1766.61,13.24,6438.609,,,,,37.56,19.831,24.11,,0,0,0,0,0,0,0,-11.231,-0.057,0.761,24.017,0.18,101.563,0.511,0.313,12.56,26.271,,0,0,0,0,0,0,0,-10.512,-17.837,151.845,356.257,2.67,20260.705,,,,,7.574,62.404,0.293,0.16,0,1.642,0.005,21.349,0,39.084,0.454,0,0.12,4703.399,243.326,-11.231,-0.057,0.761,24.017,0.18,101.563,0.511,0.313,0,-0.001,0.137,2.669,0.02,18.237,0.057,0.056,28.25,0.001,0.003,0,0,0.358,0,0.001
Hong Kong,2022,HKG,7488863,,25,0.082,54.896,0.411,,,,0.188,,-1.646,-0.699,5577.059,41.766,,,,,,,,19.131,,36.233,16.597,-10.278,-25.009,29152.305,,-10.34,-25.082,,,29040.893,217.483,,99.618,-6.444,-3.11,45.145,,,6028.294,,,,,,20.679,,,0,0,0,0,0,0,0,16.785,0.073,0.834,19.008,0.142,111.412,0.393,0.382,,,,0,0,0,0,0,0,0,-14.01,-21.273,130.572,,,17435.541,,,,,,59.808,0.284,0.089,,-2.915,-0.009,11.896,,37.974,0.246,,0.13,4838.312,218.318,16.785,0.073,0.834,19.008,0.142,111.412,0.393,0.382,0,0,0.136,6.975,0.052,18.185,0.144,0.062,0,0,0.003,0.137,0.001,0.357,0.003,0.001
